id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9558050780,20150414T000000,380000.000000,4,2.500000,1940,3200,2.000000,0,0,3,8,1940,0,2004,0,98058,47.458300,-122.118000,1900,3200
2826049200,20140825T000000,451000.000000,4,1.500000,1620,5444,1.500000,0,0,3,8,1620,0,1955,0,98125,47.706500,-122.297000,1620,6912
9413600010,20150206T000000,637500.000000,3,1.750000,1680,10685,1.000000,0,0,4,7,1680,0,1966,0,98033,47.655600,-122.193000,3340,10390
8669400100,20140805T000000,910000.000000,4,2.750000,4190,38912,1.000000,0,0,4,9,2040,2150,1965,0,98005,47.647200,-122.157000,3050,36884
9477730080,20141210T000000,377000.000000,3,1.750000,1680,7389,1.000000,0,0,3,8,1150,530,1979,0,98056,47.519900,-122.184000,2100,10348
9367200205,20150324T000000,660000.000000,2,1.000000,1670,8195,1.000000,0,0,3,7,1670,0,1954,1975,98033,47.662700,-122.192000,1980,7500
7977201910,20150414T000000,553000.000000,3,1.000000,1330,5100,1.000000,0,0,3,7,900,430,1942,0,98115,47.683700,-122.291000,1500,5100
1782500065,20150428T000000,420000.000000,4,1.750000,1320,4978,1.000000,0,0,4,7,940,380,1942,0,98126,47.526600,-122.379000,1260,4693
6700390100,20150318T000000,245000.000000,3,2.500000,1770,6187,2.000000,0,0,3,7,1770,0,1992,0,98031,47.403400,-122.189000,1650,7200
2771101200,20140517T000000,410000.000000,3,2.000000,1700,4250,1.000000,0,0,3,6,890,810,1944,0,98199,47.654200,-122.385000,1440,4250
1774000330,20140707T000000,437000.000000,3,1.750000,2220,17568,1.000000,0,0,4,8,2220,0,1967,0,98072,47.749000,-122.083000,2070,11745
7011200830,20140909T000000,783200.000000,4,2.000000,1590,5400,1.000000,0,2,3,7,990,600,1900,0,98119,47.637000,-122.367000,2190,4800
937000220,20140904T000000,219000.000000,4,1.500000,1370,7944,1.500000,0,0,3,7,1370,0,1961,0,98198,47.422400,-122.289000,1370,9181
8944360290,20150413T000000,477000.000000,3,2.500000,1740,4960,2.000000,0,0,3,8,1740,0,1992,0,98029,47.577200,-121.998000,1740,5021
263000164,20141217T000000,425000.000000,2,1.000000,830,6030,1.000000,0,0,4,6,830,0,1925,0,98103,47.699400,-122.347000,1280,6030
6430500182,20150403T000000,1205000.000000,4,3.000000,3330,7650,1.000000,0,0,3,9,1830,1500,2008,0,98103,47.688900,-122.352000,1200,3876
269000950,20140730T000000,990000.000000,3,4.000000,2550,3900,2.000000,0,2,3,8,2050,500,1940,2003,98199,47.641500,-122.392000,2340,6400
3905100070,20150203T000000,467000.000000,3,2.500000,1530,3984,2.000000,0,0,3,8,1530,0,1995,0,98029,47.569000,-122.007000,1720,4005
5457801833,20150127T000000,850000.000000,2,2.500000,1611,2210,2.000000,0,2,3,10,1611,0,2005,0,98109,47.629100,-122.347000,2070,2182
2255500060,20150218T000000,640000.000000,3,3.500000,1740,1975,2.000000,0,3,3,8,1310,430,1998,0,98122,47.608500,-122.311000,1740,1975
8010100135,20141030T000000,580000.000000,3,1.500000,1800,6250,1.000000,0,0,3,8,1420,380,1947,0,98116,47.577800,-122.389000,1800,5625
5112800042,20141203T000000,400000.000000,5,2.750000,2470,19200,1.000000,0,0,5,8,1250,1220,1977,0,98058,47.449600,-122.083000,2140,35140
3348401382,20150210T000000,318000.000000,3,2.250000,1690,12662,1.000000,0,0,5,7,1090,600,1982,0,98178,47.497200,-122.264000,1950,9642
425069102,20141126T000000,730000.000000,4,2.750000,3660,150282,2.000000,0,0,3,10,3660,0,1990,0,98053,47.681300,-122.048000,3090,53578
1787600190,20150403T000000,353000.000000,2,1.000000,1100,7500,1.000000,0,0,3,7,1100,0,1951,0,98125,47.723500,-122.326000,1920,7149
8691510310,20150429T000000,374900.000000,3,2.500000,2480,4950,2.000000,0,0,3,7,2480,0,2004,0,98058,47.438900,-122.116000,2230,5298
