Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmolKg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
1,25,054.0 056.0,19-4903CR-HY-060-0930-05400560-0598A-3,598,5.300000,34.160000,,26.980000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,598.000000,5.300000,5.250000,34.160000,26.980000,114.000000,0.960000,,,,,,,,,,603,,,,,,,,
1,26,054.0 056.0,19-4903CR-HY-060-0930-05400560-0600A-7,600,5.290000,34.161000,,26.982000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.000000,5.290000,5.240000,34.161000,26.980000,113.900000,0.970000,,,,,,,,,,605,,,,,,,,
1,27,054.0 056.0,19-4903CR-HY-060-0930-05400560-0700A-7,700,5.010000,34.210000,,27.054000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.000000,5.010000,4.950000,34.210000,27.050000,107.800000,1.080000,,,,,,,,,,706,,,,,,,,
1,28,054.0 056.0,19-4903CR-HY-060-0930-05400560-0800A-7,800,4.720000,34.261000,,27.128000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.000000,4.720000,4.660000,34.261000,27.120000,101.500000,1.180000,,,,,,,,,,807,,,,,,,,
1,29,054.0 056.0,19-4903CR-HY-060-0930-05400560-0896A-3,896,4.440000,34.310000,,27.198000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,896.000000,4.440000,4.370000,34.310000,27.190000,95.400000,1.280000,,,,,,,,,,904,,,,,,,,
2,30,052.0 075.0,19-4903CR-HY-060-2112-05200750-0000B-3,0,10.100000,32.950000,,25.335000,,,,3,1,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,10.100000,10.100000,32.950000,25.330000,262.900000,0.000000,,,,,,,,,,0,,,,,,,,
2,31,052.0 075.0,19-4903CR-HY-060-2112-05200750-0010A-3,10,9.890000,32.940000,,25.363000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.000000,9.890000,9.890000,32.940000,25.360000,260.500000,0.020000,,,,,,,,,,10,,,,,,,,
2,32,052.0 075.0,19-4903CR-HY-060-2112-05200750-0020A-7,20,9.750000,32.939000,,25.385000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.000000,9.750000,9.750000,32.939000,25.380000,258.600000,0.050000,,,,,,,,,,20,,,,,,,,
2,33,052.0 075.0,19-4903CR-HY-060-2112-05200750-0024A-3,24,9.690000,32.950000,,25.404000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.000000,9.690000,9.690000,32.950000,25.400000,256.900000,0.060000,,,,,,,,,,24,,,,,,,,
2,34,052.0 075.0,19-4903CR-HY-060-2112-05200750-0030A-7,30,9.520000,33.013000,,25.480000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.000000,9.520000,9.520000,33.013000,25.480000,249.700000,0.070000,,,,,,,,,,30,,,,,,,,
2,35,052.0 075.0,19-4903CR-HY-060-2112-05200750-0047A-3,47,9.060000,33.240000,,25.732000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,47.000000,9.060000,9.050000,33.240000,25.730000,226.100000,0.110000,,,,,,,,,,47,,,,,,,,
2,36,052.0 075.0,19-4903CR-HY-060-2112-05200750-0050A-7,50,9.040000,33.272000,,25.760000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.000000,9.040000,9.030000,33.272000,25.760000,223.500000,0.120000,,,,,,,,,,50,,,,,,,,
2,37,052.0 075.0,19-4903CR-HY-060-2112-05200750-0071A-3,71,8.920000,33.460000,,25.926000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,71.000000,8.920000,8.910000,33.460000,25.920000,208.100000,0.170000,,,,,,,,,,71,,,,,,,,
2,38,052.0 075.0,19-4903CR-HY-060-2112-05200750-0075A-7,75,8.830000,33.488000,,25.962000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.000000,8.830000,8.820000,33.488000,25.960000,204.700000,0.170000,,,,,,,,,,75,,,,,,,,
2,39,052.0 075.0,19-4903CR-HY-060-2112-05200750-0094A-3,94,8.370000,33.600000,,26.121000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,94.000000,8.370000,8.360000,33.600000,26.120000,189.900000,0.210000,,,,,,,,,,95,,,,,,,,
2,40,052.0 075.0,19-4903CR-HY-060-2112-05200750-0100A-7,100,8.260000,33.631000,,26.162000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.000000,8.260000,8.250000,33.631000,26.160000,186.100000,0.220000,,,,,,,,,,101,,,,,,,,
2,41,052.0 075.0,19-4903CR-HY-060-2112-05200750-0125A-7,125,7.850000,33.745000,,26.312000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.000000,7.850000,7.840000,33.745000,26.310000,172.200000,0.270000,,,,,,,,,,126,,,,,,,,
2,42,052.0 075.0,19-4903CR-HY-060-2112-05200750-0140A-3,140,7.640000,33.800000,,26.386000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,140.000000,7.640000,7.630000,33.800000,26.380000,165.400000,0.290000,,,,,,,,,,141,,,,,,,,
2,43,052.0 075.0,19-4903CR-HY-060-2112-05200750-0150A-7,150,7.500000,33.833000,,26.432000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.000000,7.500000,7.490000,33.833000,26.430000,161.200000,0.310000,,,,,,,,,,151,,,,,,,,
2,44,052.0 075.0,19-4903CR-HY-060-2112-05200750-0189A-3,189,6.980000,33.930000,,26.581000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,189.000000,6.980000,6.960000,33.930000,26.580000,147.500000,0.370000,,,,,,,,,,190,,,,,,,,
2,45,052.0 075.0,19-4903CR-HY-060-2112-05200750-0200A-7,200,6.850000,33.939000,,26.606000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.000000,6.850000,6.830000,33.939000,26.600000,145.300000,0.390000,,,,,,,,,,201,,,,,,,,
2,46,052.0 075.0,19-4903CR-HY-060-2112-05200750-0250A-7,250,6.320000,33.943000,,26.680000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.000000,6.320000,6.300000,33.943000,26.680000,138.800000,0.460000,,,,,,,,,,252,,,,,,,,
2,47,052.0 075.0,19-4903CR-HY-060-2112-05200750-0282A-3,282,6.050000,33.950000,,26.720000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,282.000000,6.050000,6.030000,33.950000,26.720000,135.300000,0.500000,,,,,,,,,,284,,,,,,,,
2,48,052.0 075.0,19-4903CR-HY-060-2112-05200750-0300A-7,300,5.950000,33.957000,,26.738000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.000000,5.950000,5.920000,33.957000,26.730000,133.700000,0.520000,,,,,,,,,,302,,,,,,,,
2,49,052.0 075.0,19-4903CR-HY-060-2112-05200750-0379A-3,379,5.600000,34.000000,,26.816000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,379.000000,5.600000,5.570000,34.000000,26.810000,127.100000,0.630000,,,,,,,,,,382,,,,,,,,
2,50,052.0 075.0,19-4903CR-HY-060-2112-05200750-0400A-7,400,5.500000,34.016000,,26.841000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.000000,5.500000,5.470000,34.016000,26.840000,124.900000,0.650000,,,,,,,,,,403,,,,,,,,
2,51,052.0 075.0,19-4903CR-HY-060-2112-05200750-0500A-7,500,5.020000,34.101000,,26.965000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.000000,5.020000,4.980000,34.101000,26.960000,113.900000,0.770000,,,,,,,,,,504,,,,,,,,
2,52,052.0 075.0,19-4903CR-HY-060-2112-05200750-0565A-3,565,4.740000,34.160000,,27.044000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,565.000000,4.740000,4.700000,34.160000,27.040000,106.900000,0.850000,,,,,,,,,,569,,,,,,,,
2,53,052.0 075.0,19-4903CR-HY-060-2112-05200750-0600A-7,600,4.620000,34.188000,,27.079000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.000000,4.620000,4.570000,34.188000,27.070000,103.700000,0.880000,,,,,,,,,,605,,,,,,,,
2,54,052.0 075.0,19-4903CR-HY-060-2112-05200750-0700A-7,700,4.330000,34.259000,,27.168000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.000000,4.330000,4.280000,34.259000,27.160000,96.000000,0.980000,,,,,,,,,,706,,,,,,,,
2,55,052.0 075.0,19-4903CR-HY-060-2112-05200750-0800A-7,800,4.080000,34.319000,,27.243000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.000000,4.080000,4.020000,34.319000,27.240000,89.600000,1.070000,,,,,,,,,,807,,,,,,,,
2,56,052.0 075.0,19-4903CR-HY-060-2112-05200750-0840A-3,840,3.990000,34.340000,,27.269000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,840.000000,3.990000,3.930000,34.340000,27.260000,87.300000,1.110000,,,,,,,,,,847,,,,,,,,
2,57,052.0 075.0,19-4903CR-HY-060-2112-05200750-0900A-7,900,3.850000,34.354000,,27.294000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.000000,3.850000,3.780000,34.354000,27.290000,85.100000,1.160000,,,,,,,,,,908,,,,,,,,
2,58,052.0 075.0,19-4903CR-HY-060-2112-05200750-1000A-7,1000,3.620000,34.378000,,27.337000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000000,3.620000,3.550000,34.378000,27.330000,81.500000,1.250000,,,,,,,,,,1009,,,,,,,,
2,59,052.0 075.0,19-4903CR-HY-060-2112-05200750-1100A-7,1100,3.380000,34.403000,,27.381000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000000,3.380000,3.300000,34.403000,27.380000,77.600000,1.320000,,,,,,,,,,1110,,,,,,,,
2,60,052.0 075.0,19-4903CR-HY-060-2112-05200750-1200A-7,1200,3.150000,34.429000,,27.423000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.000000,3.150000,3.060000,34.429000,27.420000,73.700000,1.400000,,,,,,,,,,1211,,,,,,,,
2,61,052.0 075.0,19-4903CR-HY-060-2112-05200750-1203A-3,1203,3.140000,34.430000,,27.425000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1203.000000,3.140000,3.050000,34.430000,27.420000,73.500000,1.400000,,,,,,,,,,1214,,,,,,,,
3,62,051.0 085.0,19-4903CR-HY-061-0354-05100850-0000B-3,0,10.200000,32.630000,,25.069000,,,,3,1,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,10.200000,10.200000,32.630000,25.060000,288.200000,0.000000,,,,,,,,,,0,,,,,,,,
3,63,051.0 085.0,19-4903CR-HY-061-0354-05100850-0010A-3,10,10.050000,32.660000,,25.117000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.000000,10.050000,10.050000,32.660000,25.110000,283.800000,0.020000,,,,,,,,,,10,,,,,,,,
3,64,051.0 085.0,19-4903CR-HY-061-0354-05100850-0020A-7,20,9.950000,32.660000,,25.134000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.000000,9.950000,9.950000,32.660000,25.130000,282.400000,0.050000,,,,,,,,,,20,,,,,,,,
3,65,051.0 085.0,19-4903CR-HY-061-0354-05100850-0022A-3,22,9.940000,32.660000,,25.136000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,22.000000,9.940000,9.940000,32.660000,25.130000,282.300000,0.060000,,,,,,,,,,22,,,,,,,,
3,66,051.0 085.0,19-4903CR-HY-061-0354-05100850-0030A-7,30,9.920000,32.673000,,25.150000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.000000,9.920000,9.920000,32.673000,25.150000,281.100000,0.080000,,,,,,,,,,30,,,,,,,,
3,67,051.0 085.0,19-4903CR-HY-061-0354-05100850-0038A-3,38,9.870000,32.680000,,25.163000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,38.000000,9.870000,9.870000,32.680000,25.160000,280.000000,0.100000,,,,,,,,,,38,,,,,,,,
3,68,051.0 085.0,19-4903CR-HY-061-0354-05100850-0049A-3,49,9.620000,32.750000,,25.259000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,49.000000,9.620000,9.610000,32.750000,25.250000,271.100000,0.130000,,,,,,,,,,49,,,,,,,,
3,69,051.0 085.0,19-4903CR-HY-061-0354-05100850-0050A-7,50,9.660000,32.736000,,25.242000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.000000,9.660000,9.650000,32.736000,25.240000,272.800000,0.140000,,,,,,,,,,50,,,,,,,,
3,70,051.0 085.0,19-4903CR-HY-061-0354-05100850-0055A-3,55,9.900000,32.660000,,25.143000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,55.000000,9.900000,9.890000,32.660000,25.140000,282.300000,0.150000,,,,,,,,,,55,,,,,,,,
3,71,051.0 085.0,19-4903CR-HY-061-0354-05100850-0073A-3,73,9.650000,32.740000,,25.247000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,73.000000,9.650000,9.640000,32.740000,25.240000,272.700000,0.200000,,,,,,,,,,73,,,,,,,,
3,72,051.0 085.0,19-4903CR-HY-061-0354-05100850-0075A-7,75,9.620000,32.765000,,25.271000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.000000,9.620000,9.610000,32.765000,25.270000,270.400000,0.210000,,,,,,,,,,75,,,,,,,,
3,73,051.0 085.0,19-4903CR-HY-061-0354-05100850-0099A-3,99,9.230000,33.120000,,25.612000,,,,3,2,NaN,2,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,99.000000,9.230000,9.220000,33.120000,25.610000,238.500000,0.270000,,,,,,,,,,100,,,,,,,,
3,74,051.0 085.0,19-4903CR-HY-061-0354-05100850-0100A-7,100,9.210000,33.132000,,25.624000,,,,7,2,NaN,3,NaN,9,9,NaN,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.000000,9.210000,9.200000,33.132000,25.620000,237.300000,0.270000,,,,,,,,,,101,,,,,,,,
